,index,brand,model,price,rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty,cluster
747,759,lenovo,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),359.68,59,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
748,760,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),557.57,57,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,0
749,761,dell,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1138.17,71,intel,core i7,12,16,16,SSD,512,intel,integrated,0,16.0,2560,1600,windows,1,52
750,762,lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),624.87,66,intel,core i7,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
751,763,hp,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),701.6,71,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,0,16.1,1920,1080,windows,1,19
752,764,lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),898.17,64,intel,core i7,4,8,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,70
753,765,dell,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),743.47,56,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,15
754,766,hp,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),344.81,49,amd,other,2,2,8,SSD,512,amd,integrated,0,15.6,1366,768,windows,1,35
755,767,dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1894.84,78,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,27
756,768,dell,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),1996.78,82,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,55
757,769,dell,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1193.22,59,intel,core i7,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1200,windows,1,94
758,770,dell,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),959.71,58,intel,core i5,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1200,windows,1,94
759,771,hp,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),338.29,50,intel,pentium,4,4,8,SSD,512,intel,integrated,0,14.0,1366,768,windows,1,127
760,772,dell,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),515.6,57,intel,core i3,5,6,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,91
761,773,infinix,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),467.62,58,intel,core i5,4,8,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,46
762,774,dell,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1067.17,56,intel,core i7,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,94
763,775,dell,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),863.4,52,intel,core i5,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,94
764,776,dell,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),887.39,57,intel,core i5,10,12,8,SSD,512,intel,integrated,1,14.0,1920,1200,windows,1,65
765,777,asus,Asus Vivobook Go 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),335.7,45,intel,celeron,2,2,8,SSD,256,intel,integrated,0,15.6,1920,1080,windows,1,66
766,778,hp,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),887.39,67,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,32
767,779,asus,Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),593.55,58,intel,core i5,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
768,780,dell,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),743.47,56,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,65
769,781,hp,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),550.48,63,amd,ryzen 7,8,16,8,SSD,512,amd,integrated,0,14.0,1920,1080,dos,1,57
770,782,hp,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),821.42,65,intel,core i7,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,84
771,783,hp,HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),759.35,67,amd,ryzen 5,6,12,16,SSD,512,amd,dedicated,0,15.6,1920,1080,windows,1,28
772,784,asus,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),587.56,63,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,16.0,1920,1200,windows,1,64
773,785,lenovo,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),377.67,50,intel,core i3,6,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,dos,1,67
774,786,hp,HP 14-ep0068TU Laptop (Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),467.62,47,intel,core i3,8,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,56
775,787,hp,HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),779.45,66,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,32
776,788,acer,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11),394.46,56,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,14.0,1366,768,windows,1,106
777,789,msi,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1103.27,75,intel,core i7,10,16,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,122
778,790,msi,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1055.3,75,intel,core i5,8,12,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,2,21
779,791,acer,Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),347.8,53,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,0,14.0,1366,768,windows,1,106
780,792,hp,HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),353.69,50,intel,celeron,2,2,8,SSD,512,intel,integrated,0,15.0,1366,768,windows,1,16
781,793,hp,HP Victus 15-fb0135AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),743.47,64,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,11
782,794,asus,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),923.37,64,amd,ryzen 7,8,16,16,SSD,1024,amd,integrated,0,14.0,2880,1800,windows,1,86
783,795,dell,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),1790.49,76,intel,core i7,14,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,80
784,796,acer,Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),479.62,51,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,137
785,797,hp,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),905.9,66,intel,core i5,12,16,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,84
786,798,dell,DELL Inspiron 3530 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),515.72,52,intel,core i3,8,8,8,SSD,256,intel,integrated,0,15.6,1920,1080,windows,1,137
787,799,dell,Dell G16-7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),2254.64,79,intel,core i9,24,32,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,78
788,800,dell,Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),1319.15,73,intel,core i7,14,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,80
789,801,dell,Dell G15-5530 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),1559.02,75,intel,core i7,14,20,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,80
790,802,dell,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),976.29,69,intel,core i5,10,16,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,122
791,803,acer,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),599.55,50,intel,core i3,6,8,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,46
792,804,acer,Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),698.84,59,intel,core i5,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,53
793,805,acer,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),677.51,52,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,107
794,806,acer,Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),670.43,50,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,33
795,807,hp,HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),1104.23,71,intel,core i7,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1080,windows,1,9
796,808,asus,Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),479.62,54,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,93
797,809,msi,MSI Stealth 17 Studio A13VG-029IN Gaming Laptop (13th Gen Core i7/ 16GB/ 2TB SSD/ Win11 Home/ 8GB Graph),3358.03,85,intel,core i7,14,20,16,SSD,2048,nvidia,dedicated,0,17.3,2560,1440,windows,2,98
798,810,asus,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1256.3,71,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,15.6,2560,1440,windows,1,17
799,811,asus,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1521.84,73,intel,core i7,14,20,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,30
800,812,asus,Asus ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),2398.56,89,amd,ryzen 9,8,16,32,SSD,1024,nvidia,dedicated,0,14.0,2560,1600,windows,1,34
801,813,asus,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1583.01,84,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,23
802,814,asus,Asus TUF Gaming F15 2023 FX507VU-LP091WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1605.8,75,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,10
803,815,asus,Asus TUF Gaming A15 2023 FA577XV-HQ036WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1858.86,83,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,0,15.6,2560,1440,windows,1,17
804,816,lenovo,Lenovo IdeaPad Slim 5 82FG01B3IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),634.45,67,intel,core i5,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
805,817,asus,Asus ROG Strix G16 2023 G614JU-N3221WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1731.92,73,intel,core i5,10,16,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,1,20
806,818,asus,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1139.25,77,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
807,819,asus,Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),3130.16,89,amd,ryzen 9,8,16,32,SSD,1024,nvidia,dedicated,0,14.0,2560,1600,windows,1,34
808,820,asus,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1798.89,76,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,14.0,2560,1600,windows,1,79
809,821,asus,Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1618.99,80,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,0,17.3,1920,1080,windows,1,23
810,822,asus,Asus Vivobook 15X OLED M3504YA-LK541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),724.15,67,amd,ryzen 5,6,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,37
811,823,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00LWIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),633.18,58,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,146
812,824,asus,Asus ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2517.29,73,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,1,13.4,2560,1600,windows,1,123
813,825,asus,Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop (13th Gen Core i9/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),1858.86,82,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,10
814,826,asus,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),839.42,66,intel,core i5,12,16,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
815,827,asus,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),1018.84,72,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
816,828,hp,HP Victus 15-fa0092TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),839.42,65,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,38
817,829,acer,Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1719.85,70,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,0,16.0,2560,1600,windows,1,59
818,830,asus,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1360.06,75,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,0,15.6,2880,1620,windows,1,140
819,831,dell,Dell Alienware x14 R2 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),2704.39,78,intel,core i7,10,16,32,SSD,1024,nvidia,dedicated,0,14.0,2560,1600,windows,1,34
820,832,dell,Dell Alienware m16 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),2650.42,83,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,27
821,833,hp,HP 15-hr0000TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),808.35,57,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,135
822,834,hp,HP 15-hr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),779.45,59,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,84
823,835,msi,MSI Thin GF63 12UCX-269IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),923.37,69,intel,core i5,8,12,16,HDD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,21
824,836,msi,MSI Katana 15 B12UDXK-1006IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),875.4,71,intel,core i5,8,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,19
825,837,acer,Acer Swift Go 14 SFG14-41 NX.KG3SI.003 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),707.49,62,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,18
826,838,hp,HP 15s-eq1580AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),395.66,58,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,139
827,839,hp,HP 15-fd0021TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),737.47,57,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,135
828,840,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1271.18,66,intel,core i7,14,20,16,SSD,512,intel,integrated,0,15.6,2880,1620,windows,1,52
829,841,msi,MSI Thin GF63 12VE-267IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics),1043.31,73,intel,core i5,8,12,16,HDD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,21
830,842,asus,Asus Vivobook 16X 2023 K3605VC-MB951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),1336.53,76,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,1,10
831,843,msi,MSI Stealth 16 Studio A13VG-030IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),2998.23,86,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,2,55
832,844,asus,Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),918.92,66,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,0,14.0,1920,1200,windows,1,97
833,845,acer,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),1715.04,78,intel,core i7,16,24,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,27
834,846,asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),1127.37,70,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,0,14.0,2880,1800,windows,1,129
835,847,asus,Asus Vivobook Pro 15 OLED K6502VU-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1937.09,84,intel,core i9,14,20,16,SSD,1024,nvidia,dedicated,0,15.6,2880,1620,windows,1,27
836,848,asus,Asus Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),2398.56,71,intel,core i5,12,16,16,SSD,1024,nvidia,dedicated,1,14.5,2880,1800,windows,1,123
837,849,hp,HP ProBook 440 G9 6J8T1PA Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1415.22,75,intel,core i7,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,9
838,850,hp,HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home),954.55,66,intel,core i7,12,16,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,84
839,851,msi,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),767.46,71,intel,core i7,8,16,16,HDD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,21
840,852,asus,Asus VivoBook 15 X515EA-EJ342WS Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11),431.64,56,intel,core i3,2,4,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
841,853,hp,HP 15s-fy5002TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),635.53,57,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,135
842,854,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),757.86,67,amd,ryzen 7,8,16,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
843,855,lenovo,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),971.46,71,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,114
844,856,acer,Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),479.62,58,intel,core i5,4,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,89
845,857,dell,Dell Alienware X16 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),4659.31,82,intel,core i9,14,20,32,SSD,1024,nvidia,dedicated,0,16.0,3200,1800,windows,1,12
846,858,hp,HP 15s-fy5003TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),480.93,54,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,95
847,859,dell,Dell Alienware M18 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),4419.44,83,intel,core i9,14,20,32,SSD,1024,nvidia,dedicated,0,18.0,3200,1800,windows,1,12
848,860,acer,Acer One 11 Z8-284 UN.013SI.014 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),441.36,47,intel,celeron,2,2,8,SSD,256,intel,integrated,0,11.6,1366,768,windows,1,105
849,861,hp,HP 15-fc0030AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),557.57,54,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,147
850,862,acer,Acer 16 Predator Neo NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1259.29,65,intel,core i5,14,20,16,SSD,512,nvidia,dedicated,0,16.0,2560,1600,windows,1,59
851,863,hp,HP 15-fd0018TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),571.49,51,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,95
852,864,acer,Acer Predator Helios Neo 16 NH.QLTSI.002 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1379.12,66,intel,core i7,16,24,16,SSD,512,nvidia,dedicated,0,16.0,2560,1600,windows,1,59
853,865,hp,HP 15-fd0006TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),563.57,51,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,95
854,866,hp,HP 15-fd0011TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),725.48,54,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,135
855,867,hp,HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),599.55,67,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,11
856,868,hp,HP 15-fd0012TU Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),786.65,56,intel,core i5,10,12,8,SSD,1024,intel,integrated,0,15.6,1920,1080,windows,1,42
857,869,realme,Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),515.6,62,intel,core i5,4,8,8,SSD,512,intel,integrated,0,14.0,2160,1440,windows,1,109
